Employee_ID,Department_ID,Role_ID,Education_ID,Age,Job_Tenure,Distance_From_Home,Training_Hours,Performance_Rating,Last_Promotion_Year,Years_Since_Promotion,Work_Life_Balance,Job_Satisfaction,Exit_Interview_Score,Attrition_Risk_Score,Attrition_Flag,Salary_Band,Tenure_Bucket,Age_Group,Distance_Band,Promo_Gap_Bucket,Risk_Segment,Performance_Category,Satisfaction_Category,WLB_Category,Exit_Score_Category,Gender_Clean,Marital_Status
625,3,4,3,36,16,41,199,3,2013,11,4,2,,2.932,0,Band 4 – High,11–20 yrs,36–45,Far (26–50 km),9–12 yrs,Medium Risk,Average,Low,Good,N/A (Still Employed),Female,Single
626,5,1,2,57,10,46,197,4,2020,4,2,5,,1.992,0,Band 3 – Mid-High,6–10 yrs,55+,Far (26–50 km),3–5 yrs,Low Risk,Good,Very High,Poor,N/A (Still Employed),Female,Divorced
627,6,4,3,46,19,8,30,2,2015,9,4,2,,2.966,0,Band 4 – High,11–20 yrs,46–55,Near (≤10 km),9–12 yrs,High Risk,Below Average,Low,Good,N/A (Still Employed),Male,Married
628,3,1,2,47,3,28,36,3,2016,8,4,2,5.0,2.756,1,Band 1 – Low,3–5 yrs,46–55,Far (26–50 km),6–8 yrs,Medium Risk,Average,Low,Good,Low Dissatisfaction,Female,Divorced
629,1,6,1,37,14,5,118,2,2017,7,1,1,,3.91,0,Band 3 – Mid-High,11–20 yrs,36–45,Near (≤10 km),6–8 yrs,High Risk,Below Average,Very Low,Very Poor,N/A (Still Employed),Female,Divorced
630,6,4,2,27,2,31,189,1,2014,10,1,4,,3.412,0,Band 1 – Low,0–2 yrs,26–35,Far (26–50 km),9–12 yrs,High Risk,Needs Improvement,High,Very Poor,N/A (Still Employed),Male,Single
631,5,5,2,51,4,27,29,2,2022,2,3,1,,3.204,0,Band 1 – Low,3–5 yrs,46–55,Far (26–50 km),0–2 yrs,High Risk,Below Average,Very Low,Fair,N/A (Still Employed),Female,Married
632,6,4,3,50,13,34,106,3,2023,1,2,3,,2.618,0,Band 3 – Mid-High,11–20 yrs,46–55,Far (26–50 km),0–2 yrs,Medium Risk,Average,Neutral,Poor,N/A (Still Employed),Male,Married
633,1,3,3,58,19,33,42,3,2024,0,3,1,,2.916,0,Band 4 – High,11–20 yrs,55+,Far (26–50 km),0–2 yrs,Medium Risk,Average,Very Low,Fair,N/A (Still Employed),Female,Divorced
634,4,6,3,50,6,2,13,2,2013,11,2,1,,3.854,0,Band 1 – Low,6–10 yrs,46–55,Near (≤10 km),9–12 yrs,High Risk,Below Average,Very Low,Poor,N/A (Still Employed),Male,Divorced
635,4,6,3,27,7,11,51,3,2010,14,2,4,,2.922,0,Band 2 – Mid-Low,6–10 yrs,26–35,Medium (11–25 km),12+ yrs,Medium Risk,Average,High,Poor,N/A (Still Employed),Male,Divorced
636,2,2,2,53,14,39,143,1,2024,0,2,5,,2.378,0,Band 3 – Mid-High,11–20 yrs,46–55,Far (26–50 km),0–2 yrs,Medium Risk,Needs Improvement,Very High,Poor,N/A (Still Employed),Male,Married
637,4,5,1,50,9,18,41,1,2010,14,3,4,,3.086,0,Band 2 – Mid-Low,6–10 yrs,46–55,Medium (11–25 km),12+ yrs,High Risk,Needs Improvement,High,Fair,N/A (Still Employed),Male,Single
638,3,6,2,42,12,45,52,3,2010,14,5,4,,2.24,0,Band 3 – Mid-High,11–20 yrs,36–45,Far (26–50 km),12+ yrs,Low Risk,Average,High,Excellent,N/A (Still Employed),Male,Married
639,1,2,2,29,17,9,60,1,2022,2,1,4,,2.968,0,Band 3 – Mid-High,11–20 yrs,26–35,Near (≤10 km),0–2 yrs,High Risk,Needs Improvement,High,Very Poor,N/A (Still Employed),Female,Single
640,4,3,3,53,16,19,122,3,2022,2,2,4,3.0,2.338,0,Band 4 – High,11–20 yrs,46–55,Medium (11–25 km),0–2 yrs,Low Risk,Average,High,Poor,Moderate Dissatisfaction,Non-Binary / Other,Divorced
641,6,6,3,23,12,3,39,2,2022,2,3,2,,2.856,0,Band 3 – Mid-High,11–20 yrs,18–25,Near (≤10 km),0–2 yrs,Medium Risk,Below Average,Low,Fair,N/A (Still Employed),Female,Married
642,5,2,1,28,2,37,19,4,2013,11,4,3,,2.424,0,Band 1 – Low,0–2 yrs,26–35,Far (26–50 km),9–12 yrs,Medium Risk,Good,Neutral,Good,N/A (Still Employed),Male,Married
643,1,3,1,47,13,4,118,5,2018,6,4,2,,2.208,0,Band 4 – High,11–20 yrs,46–55,Near (≤10 km),6–8 yrs,Low Risk,Outstanding,Low,Good,N/A (Still Employed),Female,Divorced
644,4,4,3,48,14,45,136,3,2019,5,5,1,,2.69,0,Band 3 – Mid-High,11–20 yrs,46–55,Far (26–50 km),3–5 yrs,Medium Risk,Average,Very Low,Excellent,N/A (Still Employed),Male,Divorced
645,3,4,1,24,8,13,53,2,2023,1,1,3,,3.026,0,Band 2 – Mid-Low,6–10 yrs,18–25,Medium (11–25 km),0–2 yrs,High Risk,Below Average,Neutral,Very Poor,N/A (Still Employed),Female,Single
646,2,6,2,57,8,48,170,5,2016,8,5,3,,1.846,0,Band 3 – Mid-High,6–10 yrs,55+,Far (26–50 km),6–8 yrs,Low Risk,Outstanding,Neutral,Excellent,N/A (Still Employed),Male,Single
647,2,3,2,57,16,26,144,1,2020,4,2,2,,3.452,0,Band 3 – Mid-High,11–20 yrs,55+,Far (26–50 km),3–5 yrs,High Risk,Needs Improvement,Low,Poor,N/A (Still Employed),Non-Binary / Other,Married
648,5,5,3,22,2,32,134,4,2020,4,2,4,,2.264,0,Band 1 – Low,0–2 yrs,18–25,Far (26–50 km),3–5 yrs,Low Risk,Good,High,Poor,N/A (Still Employed),Male,Divorced
649,5,6,3,27,12,44,45,3,2021,3,3,3,,2.488,0,Band 3 – Mid-High,11–20 yrs,26–35,Far (26–50 km),3–5 yrs,Medium Risk,Average,Neutral,Fair,N/A (Still Employed),Non-Binary / Other,Divorced
650,5,4,2,60,1,35,150,5,2010,14,1,4,5.0,2.82,0,Band 1 – Low,0–2 yrs,55+,Far (26–50 km),12+ yrs,Medium Risk,Outstanding,High,Very Poor,Low Dissatisfaction,Non-Binary / Other,Single
651,1,5,3,41,5,33,117,2,2018,6,4,1,,3.166,0,Band 1 – Low,3–5 yrs,36–45,Far (26–50 km),6–8 yrs,High Risk,Below Average,Very Low,Good,N/A (Still Employed),Female,Divorced
652,5,2,3,54,9,5,112,5,2017,7,1,2,,3.01,0,Band 3 – Mid-High,6–10 yrs,46–55,Near (≤10 km),6–8 yrs,High Risk,Outstanding,Low,Very Poor,N/A (Still Employed),Non-Binary / Other,Single
653,5,4,1,57,20,11,12,2,2010,14,3,3,,3.172,0,Band 4 – High,11–20 yrs,55+,Medium (11–25 km),12+ yrs,High Risk,Below Average,Neutral,Fair,N/A (Still Employed),Female,Divorced
654,3,3,2,35,15,29,85,1,2016,8,5,4,,2.308,0,Band 3 – Mid-High,11–20 yrs,26–35,Far (26–50 km),6–8 yrs,Low Risk,Needs Improvement,High,Excellent,N/A (Still Employed),Non-Binary / Other,Single
655,3,6,1,51,5,49,40,5,2022,2,1,2,,2.848,0,Band 2 – Mid-Low,3–5 yrs,46–55,Far (26–50 km),0–2 yrs,Medium Risk,Outstanding,Low,Very Poor,N/A (Still Employed),Male,Divorced
656,3,6,3,43,9,33,121,3,2016,8,3,2,,3.016,0,Band 2 – Mid-Low,6–10 yrs,36–45,Far (26–50 km),6–8 yrs,High Risk,Average,Low,Fair,N/A (Still Employed),Male,Single
657,5,3,2,45,8,25,85,5,2021,3,5,3,,1.55,0,Band 3 – Mid-High,6–10 yrs,36–45,Medium (11–25 km),3–5 yrs,Low Risk,Outstanding,Neutral,Excellent,N/A (Still Employed),Female,Single
658,4,4,3,25,20,36,194,1,2012,12,5,1,,3.422,0,Band 4 – High,11–20 yrs,18–25,Far (26–50 km),9–12 yrs,High Risk,Needs Improvement,Very Low,Excellent,N/A (Still Employed),Male,Married
659,5,3,1,36,19,50,183,5,2016,8,5,3,,1.85,0,Band 4 – High,11–20 yrs,36–45,Far (26–50 km),6–8 yrs,Low Risk,Outstanding,Neutral,Excellent,N/A (Still Employed),Male,Divorced
660,2,6,1,51,6,25,79,4,2021,3,1,4,,2.45,0,Band 2 – Mid-Low,6–10 yrs,46–55,Medium (11–25 km),3–5 yrs,Medium Risk,Good,High,Very Poor,N/A (Still Employed),Non-Binary / Other,Single
661,3,4,1,43,1,26,143,4,2016,8,1,1,,3.602,0,Band 1 – Low,0–2 yrs,36–45,Far (26–50 km),6–8 yrs,High Risk,Good,Very Low,Very Poor,N/A (Still Employed),Female,Single
662,6,1,2,57,4,39,92,3,2018,6,4,5,,1.778,0,Band 1 – Low,3–5 yrs,55+,Far (26–50 km),6–8 yrs,Low Risk,Average,Very High,Good,N/A (Still Employed),Male,Married
663,5,4,1,60,3,18,167,3,2012,12,5,3,,2.386,0,Band 1 – Low,3–5 yrs,55+,Medium (11–25 km),9–12 yrs,Medium Risk,Average,Neutral,Excellent,N/A (Still Employed),Male,Single
664,4,5,3,52,13,14,105,2,2011,13,5,1,,3.228,0,Band 3 – Mid-High,11–20 yrs,46–55,Medium (11–25 km),12+ yrs,High Risk,Below Average,Very Low,Excellent,N/A (Still Employed),Female,Divorced
665,5,2,3,45,13,12,154,2,2017,7,2,5,,2.474,0,Band 3 – Mid-High,11–20 yrs,36–45,Medium (11–25 km),6–8 yrs,Medium Risk,Below Average,Very High,Poor,N/A (Still Employed),Male,Single
666,6,3,2,50,19,1,176,1,2011,13,2,1,,4.152,0,Band 4 – High,11–20 yrs,46–55,Near (≤10 km),12+ yrs,High Risk,Needs Improvement,Very Low,Poor,N/A (Still Employed),Male,Married
667,6,2,3,29,3,11,52,4,2024,0,3,5,,1.472,0,Band 1 – Low,3–5 yrs,26–35,Medium (11–25 km),0–2 yrs,Low Risk,Good,Very High,Fair,N/A (Still Employed),Male,Divorced
668,1,4,2,28,17,37,46,4,2019,5,2,1,,3.224,0,Band 4 – High,11–20 yrs,26–35,Far (26–50 km),3–5 yrs,High Risk,Good,Very Low,Poor,N/A (Still Employed),Non-Binary / Other,Married
669,4,4,1,36,7,14,84,1,2024,0,2,3,,2.928,0,Band 1 – Low,6–10 yrs,36–45,Medium (11–25 km),0–2 yrs,Medium Risk,Needs Improvement,Neutral,Poor,N/A (Still Employed),Male,Divorced
670,6,4,2,22,14,38,143,3,2015,9,2,1,5.0,3.626,0,Band 3 – Mid-High,11–20 yrs,18–25,Far (26–50 km),9–12 yrs,High Risk,Average,Very Low,Poor,Low Dissatisfaction,Female,Married
671,4,5,1,43,6,45,185,4,2015,9,4,2,,2.64,0,Band 2 – Mid-Low,6–10 yrs,36–45,Far (26–50 km),9–12 yrs,Medium Risk,Good,Low,Good,N/A (Still Employed),Male,Divorced
672,3,2,3,44,14,1,62,1,2013,11,2,1,,4.052,0,Band 3 – Mid-High,11–20 yrs,36–45,Near (≤10 km),9–12 yrs,High Risk,Needs Improvement,Very Low,Poor,N/A (Still Employed),Female,Single
673,1,2,3,40,9,33,167,1,2015,9,1,5,,3.066,0,Band 2 – Mid-Low,6–10 yrs,36–45,Far (26–50 km),9–12 yrs,High Risk,Needs Improvement,Very High,Very Poor,N/A (Still Employed),Female,Married
674,2,3,3,57,10,30,192,4,2016,8,5,1,3.0,2.61,0,Band 3 – Mid-High,6–10 yrs,55+,Far (26–50 km),6–8 yrs,Medium Risk,Good,Very Low,Excellent,Moderate Dissatisfaction,Female,Married
675,6,4,1,55,17,33,105,2,2024,0,3,1,,3.116,0,Band 4 – High,11–20 yrs,46–55,Far (26–50 km),0–2 yrs,High Risk,Below Average,Very Low,Fair,N/A (Still Employed),Female,Divorced
676,5,3,3,45,18,46,142,5,2010,14,5,3,,2.142,0,Band 4 – High,11–20 yrs,36–45,Far (26–50 km),12+ yrs,Low Risk,Outstanding,Neutral,Excellent,N/A (Still Employed),Female,Married
677,1,5,3,28,13,47,164,3,2013,11,3,4,,2.594,0,Band 3 – Mid-High,11–20 yrs,26–35,Far (26–50 km),9–12 yrs,Medium Risk,Average,High,Fair,N/A (Still Employed),Male,Single
678,1,1,1,24,19,34,74,5,2013,11,1,3,,2.968,0,Band 4 – High,11–20 yrs,18–25,Far (26–50 km),9–12 yrs,High Risk,Outstanding,Neutral,Very Poor,N/A (Still Employed),Non-Binary / Other,Divorced
679,1,6,3,32,10,17,130,4,2011,13,2,1,,3.584,0,Band 3 – Mid-High,6–10 yrs,26–35,Medium (11–25 km),12+ yrs,High Risk,Good,Very Low,Poor,N/A (Still Employed),Female,Divorced
680,1,6,2,53,14,20,128,2,2019,5,1,5,,2.64,0,Band 3 – Mid-High,11–20 yrs,46–55,Medium (11–25 km),3–5 yrs,Medium Risk,Below Average,Very High,Very Poor,N/A (Still Employed),Non-Binary / Other,Divorced
681,5,5,2,30,3,15,63,5,2010,14,2,5,,2.23,0,Band 2 – Mid-Low,3–5 yrs,26–35,Medium (11–25 km),12+ yrs,Low Risk,Outstanding,Very High,Poor,N/A (Still Employed),Female,Single
682,3,1,3,48,4,19,94,1,2013,11,5,3,,2.738,0,Band 1 – Low,3–5 yrs,46–55,Medium (11–25 km),9–12 yrs,Medium Risk,Needs Improvement,Neutral,Excellent,N/A (Still Employed),Male,Single
683,4,4,3,28,19,46,194,3,2016,8,3,1,,3.342,0,Band 4 – High,11–20 yrs,26–35,Far (26–50 km),6–8 yrs,High Risk,Average,Very Low,Fair,N/A (Still Employed),Male,Divorced
684,2,6,3,38,12,18,44,1,2021,3,1,2,3.0,3.636,1,Band 2 – Mid-Low,11–20 yrs,36–45,Medium (11–25 km),3–5 yrs,High Risk,Needs Improvement,Low,Very Poor,Moderate Dissatisfaction,Female,Married
685,2,2,3,34,5,36,52,5,2022,2,2,2,,2.572,0,Band 2 – Mid-Low,3–5 yrs,26–35,Far (26–50 km),0–2 yrs,Medium Risk,Outstanding,Low,Poor,N/A (Still Employed),Male,Divorced
686,5,2,3,34,9,8,144,1,2024,0,2,5,,2.316,0,Band 2 – Mid-Low,6–10 yrs,26–35,Near (≤10 km),0–2 yrs,Low Risk,Needs Improvement,Very High,Poor,N/A (Still Employed),Female,Divorced
687,4,3,1,29,7,11,193,4,2022,2,2,4,3.0,2.122,1,Band 2 – Mid-Low,6–10 yrs,26–35,Medium (11–25 km),0–2 yrs,Low Risk,Good,High,Poor,Moderate Dissatisfaction,Male,Married
688,2,1,2,47,13,15,131,3,2022,2,5,2,5.0,2.18,1,Band 3 – Mid-High,11–20 yrs,46–55,Medium (11–25 km),0–2 yrs,Low Risk,Average,Low,Excellent,Low Dissatisfaction,Male,Divorced
689,5,3,1,35,10,3,12,2,2018,6,5,5,,1.656,0,Band 2 – Mid-Low,6–10 yrs,26–35,Near (≤10 km),6–8 yrs,Low Risk,Below Average,Very High,Excellent,N/A (Still Employed),Female,Married
690,1,4,1,51,1,35,91,4,2019,5,4,2,,2.42,0,Band 1 – Low,0–2 yrs,46–55,Far (26–50 km),3–5 yrs,Medium Risk,Good,Low,Good,N/A (Still Employed),Male,Divorced
691,3,2,3,34,6,16,116,1,2010,14,4,3,,3.132,0,Band 1 – Low,6–10 yrs,26–35,Medium (11–25 km),12+ yrs,High Risk,Needs Improvement,Neutral,Good,N/A (Still Employed),Non-Binary / Other,Single
692,1,3,2,43,16,19,55,5,2022,2,1,1,,3.088,0,Band 4 – High,11–20 yrs,36–45,Medium (11–25 km),0–2 yrs,High Risk,Outstanding,Very Low,Very Poor,N/A (Still Employed),Female,Divorced
693,1,1,3,28,1,3,48,5,2010,14,5,2,,2.356,0,Band 1 – Low,0–2 yrs,26–35,Near (≤10 km),12+ yrs,Medium Risk,Outstanding,Low,Excellent,N/A (Still Employed),Male,Married
694,3,4,2,48,4,41,130,1,2023,1,1,5,,2.682,0,Band 1 – Low,3–5 yrs,46–55,Far (26–50 km),0–2 yrs,Medium Risk,Needs Improvement,Very High,Very Poor,N/A (Still Employed),Female,Single
695,6,4,2,24,3,10,27,3,2021,3,3,3,,2.42,0,Band 1 – Low,3–5 yrs,18–25,Near (≤10 km),3–5 yrs,Medium Risk,Average,Neutral,Fair,N/A (Still Employed),Male,Single
696,2,1,3,59,14,18,11,1,2013,11,1,5,,3.136,0,Band 3 – Mid-High,11–20 yrs,55+,Medium (11–25 km),9–12 yrs,High Risk,Needs Improvement,Very High,Very Poor,N/A (Still Employed),Female,Divorced
697,3,3,3,29,17,9,89,1,2023,1,2,2,,3.268,0,Band 3 – Mid-High,11–20 yrs,26–35,Near (≤10 km),0–2 yrs,High Risk,Needs Improvement,Low,Poor,N/A (Still Employed),Male,Single
698,4,5,1,50,14,18,189,4,2010,14,4,4,,2.236,0,Band 4 – High,11–20 yrs,46–55,Medium (11–25 km),12+ yrs,Low Risk,Good,High,Good,N/A (Still Employed),Female,Single
699,4,3,2,51,10,4,58,1,2011,13,1,2,,4.108,0,Band 2 – Mid-Low,6–10 yrs,46–55,Near (≤10 km),12+ yrs,High Risk,Needs Improvement,Low,Very Poor,N/A (Still Employed),Female,Married
700,4,6,3,59,14,42,61,4,2010,14,4,5,,1.984,0,Band 4 – High,11–20 yrs,55+,Far (26–50 km),12+ yrs,Low Risk,Good,Very High,Good,N/A (Still Employed),Male,Divorced
701,6,1,1,54,6,16,187,3,2012,12,1,2,,3.682,0,Band 2 – Mid-Low,6–10 yrs,46–55,Medium (11–25 km),9–12 yrs,High Risk,Average,Low,Very Poor,N/A (Still Employed),Female,Married
702,3,2,1,30,6,14,34,3,2017,7,4,4,,2.078,0,Band 2 – Mid-Low,6–10 yrs,26–35,Medium (11–25 km),6–8 yrs,Low Risk,Average,High,Good,N/A (Still Employed),Male,Married
703,6,3,3,53,12,35,147,3,2012,12,2,1,,3.77,0,Band 3 – Mid-High,11–20 yrs,46–55,Far (26–50 km),9–12 yrs,High Risk,Average,Very Low,Poor,N/A (Still Employed),Male,Single
704,4,5,3,22,6,8,127,3,2014,10,1,5,,2.666,0,Band 2 – Mid-Low,6–10 yrs,18–25,Near (≤10 km),9–12 yrs,Medium Risk,Average,Very High,Very Poor,N/A (Still Employed),Non-Binary / Other,Single
705,1,3,3,55,5,1,94,4,2010,14,5,1,,2.852,0,Band 2 – Mid-Low,3–5 yrs,46–55,Near (≤10 km),12+ yrs,Medium Risk,Good,Very Low,Excellent,N/A (Still Employed),Female,Married
706,1,2,3,25,7,42,34,1,2015,9,5,5,,2.084,0,Band 1 – Low,6–10 yrs,18–25,Far (26–50 km),9–12 yrs,Low Risk,Needs Improvement,Very High,Excellent,N/A (Still Employed),Non-Binary / Other,Single
707,6,4,3,57,16,23,25,5,2015,9,2,1,,3.196,0,Band 4 – High,11–20 yrs,55+,Medium (11–25 km),9–12 yrs,High Risk,Outstanding,Very Low,Poor,N/A (Still Employed),Female,Married
708,5,3,1,49,6,41,169,3,2019,5,5,3,,2.082,0,Band 2 – Mid-Low,6–10 yrs,46–55,Far (26–50 km),3–5 yrs,Low Risk,Average,Neutral,Excellent,N/A (Still Employed),Male,Married
709,4,4,3,59,17,39,129,4,2020,4,4,3,,2.078,0,Band 4 – High,11–20 yrs,55+,Far (26–50 km),3–5 yrs,Low Risk,Good,Neutral,Good,N/A (Still Employed),Male,Divorced
710,4,6,2,52,4,24,162,5,2024,0,3,1,,2.498,0,Band 2 – Mid-Low,3–5 yrs,46–55,Medium (11–25 km),0–2 yrs,Medium Risk,Outstanding,Very Low,Fair,N/A (Still Employed),Female,Married
711,4,2,3,54,15,21,50,1,2013,11,5,3,,2.742,0,Band 3 – Mid-High,11–20 yrs,46–55,Medium (11–25 km),9–12 yrs,Medium Risk,Needs Improvement,Neutral,Excellent,N/A (Still Employed),Non-Binary / Other,Single
712,4,5,3,33,19,6,27,4,2014,10,1,2,,3.362,0,Band 4 – High,11–20 yrs,26–35,Near (≤10 km),9–12 yrs,High Risk,Good,Low,Very Poor,N/A (Still Employed),Female,Divorced
713,3,3,1,59,7,46,99,3,2012,12,5,5,,1.842,0,Band 2 – Mid-Low,6–10 yrs,55+,Far (26–50 km),9–12 yrs,Low Risk,Average,Very High,Excellent,N/A (Still Employed),Male,Divorced
714,6,4,1,33,6,36,172,4,2019,5,4,5,,1.522,0,Band 2 – Mid-Low,6–10 yrs,26–35,Far (26–50 km),3–5 yrs,Low Risk,Good,Very High,Good,N/A (Still Employed),Female,Single
715,6,5,2,30,7,17,153,4,2016,8,1,2,,3.284,0,Band 2 – Mid-Low,6–10 yrs,26–35,Medium (11–25 km),6–8 yrs,High Risk,Good,Low,Very Poor,N/A (Still Employed),Male,Married
716,3,4,3,28,2,47,67,1,2017,7,4,1,1.0,3.444,1,Band 1 – Low,0–2 yrs,26–35,Far (26–50 km),6–8 yrs,High Risk,Needs Improvement,Very Low,Good,High Dissatisfaction,Female,Married
717,1,4,3,46,6,9,98,3,2020,4,2,4,,2.418,0,Band 2 – Mid-Low,6–10 yrs,46–55,Near (≤10 km),3–5 yrs,Medium Risk,Average,High,Poor,N/A (Still Employed),Female,Divorced
718,6,4,2,60,7,27,170,5,2011,13,5,2,,2.354,0,Band 3 – Mid-High,6–10 yrs,55+,Far (26–50 km),12+ yrs,Medium Risk,Outstanding,Low,Excellent,N/A (Still Employed),Male,Divorced
719,2,3,3,60,9,40,13,1,2020,4,5,5,,1.83,0,Band 2 – Mid-Low,6–10 yrs,55+,Far (26–50 km),3–5 yrs,Low Risk,Needs Improvement,Very High,Excellent,N/A (Still Employed),Female,Single
720,6,4,3,42,14,19,59,1,2011,13,4,2,,3.388,0,Band 3 – Mid-High,11–20 yrs,36–45,Medium (11–25 km),12+ yrs,High Risk,Needs Improvement,Low,Good,N/A (Still Employed),Female,Divorced
721,5,6,3,54,15,21,80,2,2011,13,1,5,,3.042,0,Band 3 – Mid-High,11–20 yrs,46–55,Medium (11–25 km),12+ yrs,High Risk,Below Average,Very High,Very Poor,N/A (Still Employed),Female,Married
722,6,6,1,46,20,4,82,1,2014,10,3,3,,3.158,0,Band 4 – High,11–20 yrs,46–55,Near (≤10 km),9–12 yrs,High Risk,Needs Improvement,Neutral,Fair,N/A (Still Employed),Female,Married
723,1,2,1,48,4,41,119,1,2018,6,4,4,1.0,2.482,1,Band 1 – Low,3–5 yrs,46–55,Far (26–50 km),6–8 yrs,Medium Risk,Needs Improvement,High,Good,High Dissatisfaction,Male,Single
724,3,1,1,60,6,1,159,2,2013,11,5,5,,1.902,0,Band 1 – Low,6–10 yrs,55+,Near (≤10 km),9–12 yrs,Low Risk,Below Average,Very High,Excellent,N/A (Still Employed),Female,Single
725,1,5,3,37,3,23,196,1,2017,7,3,4,,2.746,0,Band 1 – Low,3–5 yrs,36–45,Medium (11–25 km),6–8 yrs,Medium Risk,Needs Improvement,High,Fair,N/A (Still Employed),Female,Married
726,1,6,3,39,10,15,88,3,2021,3,4,4,,1.88,0,Band 2 – Mid-Low,6–10 yrs,36–45,Medium (11–25 km),3–5 yrs,Low Risk,Average,High,Good,N/A (Still Employed),Female,Single
727,3,5,3,47,3,47,104,4,2021,3,2,1,3.0,3.144,1,Band 1 – Low,3–5 yrs,46–55,Far (26–50 km),3–5 yrs,High Risk,Good,Very Low,Poor,Moderate Dissatisfaction,Female,Single
728,5,6,3,43,13,18,169,2,2023,1,3,5,,1.936,0,Band 3 – Mid-High,11–20 yrs,36–45,Medium (11–25 km),0–2 yrs,Low Risk,Below Average,Very High,Fair,N/A (Still Employed),Female,Divorced
729,2,3,2,40,4,12,113,2,2015,9,5,1,1.0,3.024,0,Band 1 – Low,3–5 yrs,36–45,Medium (11–25 km),9–12 yrs,High Risk,Below Average,Very Low,Excellent,High Dissatisfaction,Female,Divorced
730,3,3,2,50,9,17,75,1,2024,0,4,3,,2.434,0,Band 2 – Mid-Low,6–10 yrs,46–55,Medium (11–25 km),0–2 yrs,Medium Risk,Needs Improvement,Neutral,Good,N/A (Still Employed),Male,Divorced
731,1,3,1,30,3,2,153,2,2024,0,5,2,,2.254,0,Band 1 – Low,3–5 yrs,26–35,Near (≤10 km),0–2 yrs,Low Risk,Below Average,Low,Excellent,N/A (Still Employed),Female,Married
732,3,6,1,30,11,35,148,3,2023,1,3,3,,2.37,0,Band 3 – Mid-High,11–20 yrs,26–35,Far (26–50 km),0–2 yrs,Medium Risk,Average,Neutral,Fair,N/A (Still Employed),Male,Married
733,5,1,3,48,1,43,174,5,2013,11,3,2,,2.786,0,Band 1 – Low,0–2 yrs,46–55,Far (26–50 km),9–12 yrs,Medium Risk,Outstanding,Low,Fair,N/A (Still Employed),Non-Binary / Other,Married
734,6,2,1,60,19,50,178,1,2017,7,3,2,,3.4,0,Band 4 – High,11–20 yrs,55+,Far (26–50 km),6–8 yrs,High Risk,Needs Improvement,Low,Fair,N/A (Still Employed),Male,Divorced
735,6,5,3,54,8,50,61,1,2021,3,5,4,,2.1,0,Band 1 – Low,6–10 yrs,46–55,Far (26–50 km),3–5 yrs,Low Risk,Needs Improvement,High,Excellent,N/A (Still Employed),Male,Single
736,2,5,3,41,16,38,29,3,2014,10,2,2,,3.376,0,Band 4 – High,11–20 yrs,36–45,Far (26–50 km),9–12 yrs,High Risk,Average,Low,Poor,N/A (Still Employed),Female,Married
737,2,3,2,57,16,7,161,1,2015,9,3,4,,2.814,0,Band 3 – Mid-High,11–20 yrs,55+,Near (≤10 km),9–12 yrs,Medium Risk,Needs Improvement,High,Fair,N/A (Still Employed),Male,Single
738,3,3,3,42,4,47,49,1,2022,2,3,1,,3.444,0,Band 1 – Low,3–5 yrs,36–45,Far (26–50 km),0–2 yrs,High Risk,Needs Improvement,Very Low,Fair,N/A (Still Employed),Non-Binary / Other,Divorced
739,3,2,1,57,1,48,36,1,2018,6,5,3,,2.546,0,Band 1 – Low,0–2 yrs,55+,Far (26–50 km),6–8 yrs,Medium Risk,Needs Improvement,Neutral,Excellent,N/A (Still Employed),Male,Divorced
740,3,6,3,35,2,45,197,3,2014,10,5,1,,2.94,0,Band 1 – Low,0–2 yrs,26–35,Far (26–50 km),9–12 yrs,Medium Risk,Average,Very Low,Excellent,N/A (Still Employed),Male,Single
741,4,4,1,34,9,25,65,1,2023,1,3,4,,2.45,0,Band 2 – Mid-Low,6–10 yrs,26–35,Medium (11–25 km),0–2 yrs,Medium Risk,Needs Improvement,High,Fair,N/A (Still Employed),Female,Married
742,1,2,3,35,1,42,81,3,2020,4,4,5,3.0,1.684,0,Band 1 – Low,0–2 yrs,26–35,Far (26–50 km),3–5 yrs,Low Risk,Average,Very High,Good,Moderate Dissatisfaction,Male,Divorced
743,1,3,3,40,19,17,55,3,2013,11,1,1,1.0,3.934,0,Band 4 – High,11–20 yrs,36–45,Medium (11–25 km),9–12 yrs,High Risk,Average,Very Low,Very Poor,High Dissatisfaction,Non-Binary / Other,Married
744,5,6,2,44,2,41,77,5,2018,6,2,5,,1.882,0,Band 1 – Low,0–2 yrs,36–45,Far (26–50 km),6–8 yrs,Low Risk,Outstanding,Very High,Poor,N/A (Still Employed),Female,Divorced
745,2,5,2,30,4,41,154,4,2024,0,4,1,,2.482,0,Band 1 – Low,3–5 yrs,26–35,Far (26–50 km),0–2 yrs,Medium Risk,Good,Very Low,Good,N/A (Still Employed),Female,Divorced
746,6,2,3,33,7,39,36,3,2014,10,1,3,,3.328,0,Band 2 – Mid-Low,6–10 yrs,26–35,Far (26–50 km),9–12 yrs,High Risk,Average,Neutral,Very Poor,N/A (Still Employed),Non-Binary / Other,Divorced
747,5,4,1,54,17,36,42,2,2015,9,3,5,3.0,2.372,0,Band 4 – High,11–20 yrs,46–55,Far (26–50 km),9–12 yrs,Medium Risk,Below Average,Very High,Fair,Moderate Dissatisfaction,Male,Divorced
